Age,Education,Degree,Skills,Technical Skills,Soft Skills,Work Experience,Interests,Career Interests,Personality/Strengths,Preferred Work Environment,Salary Expectation,Location Preference,Work-Life Balance Preference,Recommended_Career
26,Undergraduate,B.Com,"Research, Communication","SQL, Tableau, Excel","Teamwork, Time Management, Problem Solving",4 years,"Business, Analytics",Data Analytics,"Detail Oriented, Analytical",Office,65988,Bangalore,High,Data Analyst
36,Diploma,BCA,"Creativity, Programming","Python, SQL, Excel, MS Office","Creativity, Adaptability, Critical Thinking",13 years,"Education, Research",Data Analytics,"Analytical, Curious",Hybrid,99331,Hyderabad,High,Data Analyst
29,Diploma,Diploma in Computer,"Research, Creativity","Figma, Photoshop, Canva","Problem Solving, Communication",1 year,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Hybrid,73329,Pune,Low,UI/UX Designer
27,Undergraduate,BBA,"Research, Programming","Python, SQL, Excel, MS Office","Teamwork, Time Management, Problem Solving",3 years,"Business, Analytics",Digital Marketing,"Innovative, Empathetic",Remote,71022,Delhi,High,Data Analyst
29,Undergraduate,BCA,"Analysis, Programming","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",2 years,"Business, Analytics",Business Analytics,"Detail Oriented, Analytical",Remote,81956,Delhi,Low,Data Analyst
39,Diploma,B.Sc,"Programming, Analysis","SEO, Google Analytics, Social Media","Problem Solving, Communication",12 years,"Marketing, Branding",Machine Learning,"Creative, Persuasive",Office,101185,Mumbai,Medium,Marketing Manager
45,Undergraduate,B.Com,"Leadership, Programming","Python, Machine Learning, Statistics","Creativity, Adaptability, Critical Thinking",7 years,"Analytics, Data Science",Data Science,"Analytical, Innovative",Hybrid,80011,Bangalore,Medium,Data Scientist
25,Diploma,Diploma in Computer,"Creativity, Programming","Python, SQL, Excel, MS Office","Leadership, Time Management, Critical Thinking",3 years,"Design, User Experience",Business Analytics,"Analytical, Curious",Remote,61086,Mumbai,High,Data Analyst
36,Diploma,BCA,"Communication, Analysis","SEO, Google Analytics, Social Media","Creativity, Adaptability, Critical Thinking",5 years,"Marketing, Branding",Marketing,"Creative, Persuasive",Hybrid,89692,Ahmedabad,High,Marketing Manager
39,Postgraduate,MBA,"Creativity, Communication","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",6 years,"Marketing, Branding",Marketing,"Creative, Persuasive",Hybrid,106186,Bangalore,High,Marketing Manager
35,Diploma,B.Des,"Design, Communication","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",10 years,"Creative Design, User Experience",Creative Design,"Innovative, Empathetic",Office,62371,Ahmedabad,High,UI/UX Designer
20,Postgraduate,BA,"Research, Programming","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",0 years,"Branding, Social Media",Creative Design,"Analytical, Curious",Hybrid,77730,Mumbai,Low,Marketing Manager
22,Postgraduate,MCA,"Programming, Research","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",1 year,"Data Science, Technology",Digital Marketing,"Analytical, Curious",Office,49855,Remote,Low,Academic Researcher
25,Diploma,B.Des,"Research, Analysis","Figma, UI Design, Adobe XD","Leadership, Time Management, Critical Thinking",5 years,"Analytics, Data Science",Machine Learning,"Curious, Analytical",Hybrid,117258,Delhi,High,Data Scientist
24,Diploma,BBA,"Research, Programming","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",2 years,"Marketing, Branding",Academic Research,"Leadership, Communication",Hybrid,80513,Bangalore,Medium,Marketing Manager
30,Diploma,MCA,"Programming, Research","SPSS, Excel, Statistics","Leadership, Time Management, Critical Thinking",1 year,"Education, Research",Research,"Creative, Detail Oriented",Hybrid,45532,Ahmedabad,Medium,Academic Researcher
40,Postgraduate,BCA,"Design, Communication","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",13 years,"Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Remote,79999,Bangalore,Medium,UI/UX Designer
28,Postgraduate,MBA,"Creativity, Programming","SQL, Tableau, Excel","Communication, Creativity, Teamwork",7 years,"Business, Analytics",Business Analytics,"Analytical, Curious",Office,62075,Ahmedabad,Medium,Data Analyst
23,Postgraduate,B.Sc,"Leadership, Programming","Python, Machine Learning, Statistics","Leadership, Time Management, Critical Thinking",1 year,"Analytics, Data Science",Data Science,"Curious, Analytical",Hybrid,95678,Ahmedabad,Low,Data Scientist
21,Postgraduate,Diploma in Management,"Leadership, Programming","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",1 year,"Marketing, Branding",Academic Research,"Creative, Persuasive",Remote,100707,Remote,High,Marketing Manager
29,Postgraduate,B.Des,"Research, Creativity","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",0 years,"Creative Design, User Experience",Creative Design,"Innovative, Empathetic",Remote,72805,Delhi,High,UI/UX Designer
33,Undergraduate,BBA,"Research, Creativity","Adobe XD, UI Design, Figma","Problem Solving, Communication",1 year,"Design, User Experience",UI/UX Design,"Analytical, Curious",Office,85260,Mumbai,Medium,UI/UX Designer
40,Diploma,MA,"Research, Analysis","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",13 years,"Branding, Social Media",Marketing,"Creative, Persuasive",Hybrid,106787,Pune,Medium,Marketing Manager
24,Diploma,B.Sc,"Creativity, Programming","Figma, UI Design, Adobe XD","Teamwork, Time Management, Problem Solving",3 years,"Branding, Social Media",Research,"Analytical, Curious",Office,68259,Bangalore,High,Data Analyst
22,Postgraduate,BCA,"Research, Communication","Python, SPSS, Research Methods","Problem Solving, Communication",2 years,"Education, Research",Research,"Detail Oriented, Analytical",Hybrid,58504,Mumbai,High,Academic Researcher
45,Diploma,M.Sc,"Research, Programming","SPSS, Excel, Statistics","Communication, Creativity, Teamwork",12 years,"Business, Analytics",Business Analytics,"Detail Oriented, Analytical",Remote,89343,Remote,High,Data Analyst
23,Undergraduate,M.Sc,"Analysis, Programming","Research Methods, SPSS, Python, Power BI","Creativity, Adaptability, Critical Thinking",1 year,"Business, Analytics",Data Analytics,"Analytical, Curious",Hybrid,84007,Remote,Medium,Data Analyst
21,Postgraduate,M.Sc,"Creativity, Communication","Adobe XD, UI Design, Figma","Leadership, Time Management, Critical Thinking",1 year,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Remote,46054,Remote,High,UI/UX Designer
42,Postgraduate,M.Sc,"Research, Programming","Python, SPSS, Research Methods","Teamwork, Creativity, Adaptability",4 years,"Education, Research",Research,"Detail Oriented, Analytical",Remote,75229,Pune,High,Academic Researcher
34,Postgraduate,MA,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Leadership, Time Management, Critical Thinking",5 years,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Hybrid,54213,Hyderabad,Medium,UI/UX Designer
28,Postgraduate,Diploma in Computer,"Design, Communication","Figma, UI Design, Adobe XD","Creativity, Adaptability, Critical Thinking",1 year,"Design, User Experience",Creative Design,"Analytical, Innovative",Office,63595,Remote,Low,UI/UX Designer
27,Diploma,BCA,"Leadership, Programming","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",7 years,"Business Intelligence, Analytics",Data Analytics,"Analytical, Curious",Office,61614,Remote,Low,Data Analyst
21,Undergraduate,MCA,"Analysis, Programming","SQL, Excel, Power BI","Teamwork, Creativity, Adaptability",1 year,"Business, Analytics",Business Analytics,"Detail Oriented, Analytical",Remote,79632,Pune,Medium,Data Analyst
29,Undergraduate,B.Com,"Research, Creativity","Python, SQL, Excel, MS Office","Problem Solving, Communication",6 years,"Business Intelligence, Analytics",Data Analytics,"Detail Oriented, Analytical",Remote,78334,Mumbai,Low,Data Analyst
36,Diploma,MCA,"Research, Programming","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",8 years,"Data Science, Technology",Data Science,"Detail Oriented, Analytical",Hybrid,81586,Mumbai,High,Data Scientist
34,Undergraduate,B.Com,"Research, Communication","SQL, Tableau, Excel","Teamwork, Creativity, Adaptability",8 years,"Education, Research",Academic Research,"Analytical, Curious",Remote,51371,Hyderabad,Medium,Academic Researcher
21,Undergraduate,BBA,"Creativity, Communication","Figma, UI Design, Adobe XD","Teamwork, Time Management, Problem Solving",1 year,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Remote,69178,Hyderabad,Low,UI/UX Designer
44,Undergraduate,MA,"Programming, Analysis","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",9 years,"Data Science, Technology",Machine Learning,"Curious, Analytical",Remote,107658,Ahmedabad,Low,Data Scientist
27,Diploma,Diploma in Management,"Research, Analysis","Adobe XD, UI Design, Figma","Communication, Creativity, Teamwork",5 years,"Business Intelligence, Analytics",Data Analytics,"Analytical, Curious",Remote,47352,Mumbai,Medium,Data Analyst
36,Diploma,M.Sc,"Creativity, Communication","Figma, UI Design, Adobe XD","Teamwork, Creativity, Adaptability",13 years,"Design, User Experience",Creative Design,"Creative, Detail Oriented",Remote,79367,Bangalore,Medium,UI/UX Designer
42,Diploma,Diploma in Computer,"Programming, Research","Research Methods, SPSS, Python, Power BI","Communication, Creativity, Teamwork",10 years,"Research, Education",Academic Research,"Analytical, Curious",Office,64825,Bangalore,Low,Academic Researcher
28,Diploma,Diploma in Computer,"Research, Analysis","Digital Marketing, Excel, Canva","Teamwork, Time Management, Problem Solving",1 year,"Education, Research",Academic Research,"Analytical, Innovative",Remote,44460,Mumbai,Medium,Academic Researcher
32,Undergraduate,BBA,"Design, Communication","Python, SQL, Excel, MS Office","Leadership, Time Management, Critical Thinking",7 years,"Data Science, Technology",Data Analytics,"Detail Oriented, Analytical",Hybrid,94570,Mumbai,High,Data Analyst
38,Undergraduate,B.Com,"Analysis, Programming","Python, SQL, Excel, MS Office","Leadership, Time Management, Critical Thinking",8 years,"Business, Analytics",Creative Design,"Detail Oriented, Analytical",Remote,97420,Ahmedabad,High,Data Analyst
35,Postgraduate,BA,"Research, Creativity","Research Methods, SPSS, Python, Power BI","Leadership, Time Management, Critical Thinking",0 years,"Education, Research",Academic Research,"Analytical, Curious",Hybrid,37748,Pune,Medium,Academic Researcher
32,Diploma,MBA,"Research, Analysis","Python, SQL, TensorFlow","Teamwork, Time Management, Problem Solving",2 years,"Data Science, Technology",Data Science,"Detail Oriented, Analytical",Hybrid,68676,Hyderabad,Medium,Data Scientist
39,Diploma,MCA,"Leadership, Programming","Python, Machine Learning, Statistics","Problem Solving, Communication",7 years,"Analytics, Data Science",Machine Learning,"Innovative, Empathetic",Remote,100178,Delhi,Low,Data Scientist
25,Postgraduate,BBA,"Leadership, Programming","Digital Marketing, Excel, Canva","Leadership, Time Management, Critical Thinking",1 year,"Design, User Experience",Machine Learning,"Analytical, Innovative",Office,68789,Bangalore,Low,Data Scientist
21,Diploma,B.Com,"Analysis, Programming","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",0 years,"Business Intelligence, Analytics",Data Analytics,"Detail Oriented, Analytical",Remote,49283,Pune,High,Data Analyst
36,Postgraduate,Diploma in Computer,"Creativity, Programming","SQL, Tableau, Excel","Problem Solving, Communication",11 years,"Business Intelligence, Analytics",Academic Research,"Analytical, Curious",Hybrid,97103,Mumbai,Medium,Data Analyst
42,Postgraduate,B.Com,"Communication, Analysis","Digital Marketing, Excel, Canva","Teamwork, Creativity, Adaptability",11 years,"Education, Research",Marketing,"Leadership, Communication",Office,103205,Bangalore,High,Marketing Manager
23,Undergraduate,BBA,"Communication, Analysis","SEO, Google Analytics, Social Media","Problem Solving, Communication",3 years,"Marketing, Branding",Marketing,"Analytical, Innovative",Remote,61895,Bangalore,Medium,Marketing Manager
21,Postgraduate,M.Sc,"Research, Programming","Research Methods, SPSS, Python, Power BI","Problem Solving, Communication",1 year,"Business, Analytics",Business Analytics,"Analytical, Curious",Remote,43064,Ahmedabad,Medium,Data Analyst
20,Postgraduate,B.Com,"Analysis, Programming","Machine Learning, Python, SQL","Leadership, Time Management, Critical Thinking",0 years,"Data Science, Technology",Data Science,"Curious, Analytical",Office,93455,Ahmedabad,High,Data Scientist
21,Undergraduate,Diploma in Computer,"Design, Communication","Figma, UI Design, Adobe XD","Teamwork, Time Management, Problem Solving",0 years,"Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Office,40572,Delhi,Medium,UI/UX Designer
20,Diploma,Diploma in Computer,"Leadership, Programming","Machine Learning, Python, SQL","Leadership, Time Management, Critical Thinking",0 years,"Analytics, Data Science",Machine Learning,"Curious, Analytical",Hybrid,107065,Mumbai,Medium,Data Scientist
32,Undergraduate,MA,"Leadership, Communication","SEO, Google Analytics, Social Media","Problem Solving, Communication",2 years,"Business Intelligence, Analytics",Digital Marketing,"Leadership, Communication",Remote,87788,Remote,High,Marketing Manager
44,Diploma,BA,"Leadership, Communication","Machine Learning, Python, SQL","Communication, Creativity, Teamwork",7 years,"Education, Research",Academic Research,"Creative, Persuasive",Hybrid,70750,Delhi,High,Academic Researcher
36,Undergraduate,M.Sc,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Teamwork, Creativity, Adaptability",4 years,"Marketing, Branding",Digital Marketing,"Creative, Persuasive",Office,104579,Bangalore,Medium,Marketing Manager
22,Undergraduate,MBA,"Creativity, Programming","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",1 year,"Business Intelligence, Analytics",Business Analytics,"Leadership, Communication",Office,48669,Delhi,Low,Data Analyst
44,Diploma,B.Sc,"Leadership, Communication","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",3 years,"Marketing, Branding",Digital Marketing,"Creative, Persuasive",Office,56174,Mumbai,High,Marketing Manager
30,Undergraduate,B.Sc,"Research, Communication","Figma, UI Design, Adobe XD","Creativity, Adaptability, Critical Thinking",3 years,"Business, Analytics",Academic Research,"Detail Oriented, Analytical",Office,82987,Hyderabad,Medium,Academic Researcher
39,Undergraduate,BA,"Programming, Research","Machine Learning, Python, SQL","Problem Solving, Communication",2 years,"Education, Research",Research,"Detail Oriented, Analytical",Office,69557,Hyderabad,Low,Academic Researcher
20,Postgraduate,Diploma in Computer,"Communication, Analysis","Adobe XD, UI Design, Figma","Problem Solving, Communication",0 years,"Marketing, Branding",Marketing,"Creative, Detail Oriented",Remote,74409,Mumbai,Low,Marketing Manager
